title,location,first_published,updated_at,url,description_raw
Spanish Language Specialist (Spain) – AI Trainer,World Wide - Remote,2025-06-13T13:52:13-04:00,2025-06-24T14:37:11-04:00,https://job-boards.eu.greenhouse.io/agency/jobs/4604028101,"{""spanish language specialist (spain) – ai trainer"": ""Are you a Spanish (Spain) language expert eager to shape the future of AI? Large‐scale language models are evolving from clever chatbots into powerful engines of linguistic discovery. With high‐quality training data, tomorrow’s AI can democratize world‐class education, keep pace with cutting‐edge research, and streamline communication for Spanish speakers everywhere. That training data begins with you—we need your expertise to help power the next generation of AI. We’re looking for Spanish (Spain) language specialists who live and breathe phonetics, morphology, syntax, semantics, pragmatics, and sociolinguistics of the Spanish language. You’ll challenge advanced language models on topics like verb conjugation, noun-adjective agreement, subjunctive usage, sentence structure, regional dialects, word order, idiomatic expressions, and cultural nuances—documenting every failure mode so we can harden model reasoning. On a typical day, you will converse with the model on language scenarios, verify factual accuracy and logical soundness, capture reproducible error traces, and suggest improvements to our prompt engineering and evaluation metrics. A master’s or PhD in Spanish language, linguistics, or a closely related field is ideal; peer‐reviewed publications, teaching experience, or hands‐on linguistic analysis projects signal fit. Clear, metacognitive communication—“showing your work”—is essential. Ready to turn your Spanish language expertise into the knowledge base for tomorrow’s AI? Apply today and start teaching the model that will teach the world. We offer a pay range of $8-to- $65 per hour, with the exact rate determined after evaluating your experience, expertise, and geographic location. Final offer amounts may vary from the pay range listed above. As a contractor you’ll supply a secure computer and high‐speed internet; company‐sponsored benefits such as health insurance and PTO do not apply. Job title: Spanish Language Specialist (Spain) – AI Trainer Employment type: Contract Workplace type: Remote Seniority level: Mid‐Senior Level"", ""apply for this job"": ""* indicates a required field Accepted file types: pdf, doc, docx, txt, rtf Education Proficiency means you can effectively communicate complex ideas, including academic or cognitively challenging topics, both verbally and in writing. This includes the ability to participate in professional conversations, explain nuanced concepts, and understand detailed instructions in the selected language(s) Please enter your desired hourly rate in USD as a number only (no symbols, words, or ranges). Decimals are allowed. Do not include $, commas, or text."", ""number only"": ""Example: 8.50 (for $8.50/hour)"", ""example:"": ""Please enter the number of hours you are generally available each week using numbers only . Decimals are allowed. Do not include text or symbols. By clicking \""Submit Application\"", you agree to Invisible's Privacy Policy . Powered by Read our Privacy Policy"", ""not"": ""Example: 40 or 32.5""}"
STEM Specialist – AI Trainer,World Wide - Remote,2025-06-13T21:39:26-04:00,2025-06-24T14:37:10-04:00,https://job-boards.eu.greenhouse.io/agency/jobs/4607005101,"{""stem specialist – ai trainer"": ""Are you a STEM expert eager to shape the future of AI? Large‐scale language models are evolving from clever chatbots into powerful engines of scientific discovery and technical problem-solving. With high‐quality training data, tomorrow’s AI can democratize world‐class education, keep pace with cutting‐edge research, and streamline work for engineers, scientists, and analysts everywhere. That training data begins with you—we need your expertise to help power the next generation of AI. We’re looking for STEM specialists who live and breathe mathematics, physics, chemistry, engineering, data science, computer science, and scientific computing. You’ll challenge advanced language models on topics like thermodynamics, mechanics, calculus, statistics, materials science, electronics, algorithm design, and quantitative modeling—documenting every failure mode so we can harden model reasoning. On a typical day, you will converse with the model on real-world STEM problem-solving scenarios and theoretical technical questions, verify factual accuracy and logical soundness, capture reproducible error traces, and suggest improvements to our prompt engineering and evaluation metrics. A bachelor’s or master’s degree in a STEM discipline is ideal; published research, engineering design experience, data analysis projects, or coding portfolios signal fit. Clear, metacognitive communication—“showing your work”—is essential. Ready to turn your STEM expertise into the knowledge base for tomorrow’s AI? Apply today and start teaching the model that will teach the world. We offer a pay range of $8-to- $65 per hour, with the exact rate determined after evaluating your experience, expertise, and geographic location. Final offer amounts may vary from the pay range listed above. As a contractor you’ll supply a secure computer and high‐speed internet; company‐sponsored benefits such as health insurance and PTO do not apply. Job title: STEM Specialist – AI Trainer Employment type: Contract Workplace type: Remote Seniority level: Mid‐Senior Level"", ""apply for this job"": ""* indicates a required field Accepted file types: pdf, doc, docx, txt, rtf Education Proficiency means you can effectively communicate complex ideas, including academic or cognitively challenging topics, both verbally and in writing. This includes the ability to participate in professional conversations, explain nuanced concepts, and understand detailed instructions in the selected language(s) Please enter your desired hourly rate in USD as a number only (no symbols, words, or ranges). Decimals are allowed. Do not include $, commas, or text."", ""number only"": ""Example: 8.50 (for $8.50/hour)"", ""example:"": ""Please enter the number of hours you are generally available each week using numbers only . Decimals are allowed. Do not include text or symbols. By clicking \""Submit Application\"", you agree to Invisible's Privacy Policy . Powered by Read our Privacy Policy"", ""not"": ""Example: 40 or 32.5""}"
STEM Specialist – AI Trainer,India,2025-06-13T21:39:26-04:00,2025-06-24T14:37:10-04:00,https://job-boards.eu.greenhouse.io/agency/jobs/4607006101,"{""stem specialist – ai trainer"": ""Are you a STEM expert eager to shape the future of AI? Large‐scale language models are evolving from clever chatbots into powerful engines of scientific discovery and technical problem-solving. With high‐quality training data, tomorrow’s AI can democratize world‐class education, keep pace with cutting‐edge research, and streamline work for engineers, scientists, and analysts everywhere. That training data begins with you—we need your expertise to help power the next generation of AI. We’re looking for STEM specialists who live and breathe mathematics, physics, chemistry, engineering, data science, computer science, and scientific computing. You’ll challenge advanced language models on topics like thermodynamics, mechanics, calculus, statistics, materials science, electronics, algorithm design, and quantitative modeling—documenting every failure mode so we can harden model reasoning. On a typical day, you will converse with the model on real-world STEM problem-solving scenarios and theoretical technical questions, verify factual accuracy and logical soundness, capture reproducible error traces, and suggest improvements to our prompt engineering and evaluation metrics. A bachelor’s or master’s degree in a STEM discipline is ideal; published research, engineering design experience, data analysis projects, or coding portfolios signal fit. Clear, metacognitive communication—“showing your work”—is essential. Ready to turn your STEM expertise into the knowledge base for tomorrow’s AI? Apply today and start teaching the model that will teach the world. We offer a pay range of $8-to- $65 per hour, with the exact rate determined after evaluating your experience, expertise, and geographic location. Final offer amounts may vary from the pay range listed above. As a contractor you’ll supply a secure computer and high‐speed internet; company‐sponsored benefits such as health insurance and PTO do not apply. Job title: STEM Specialist – AI Trainer Employment type: Contract Workplace type: Remote Seniority level: Mid‐Senior Level"", ""apply for this job"": ""* indicates a required field Accepted file types: pdf, doc, docx, txt, rtf Education Proficiency means you can effectively communicate complex ideas, including academic or cognitively challenging topics, both verbally and in writing. This includes the ability to participate in professional conversations, explain nuanced concepts, and understand detailed instructions in the selected language(s) Please enter your desired hourly rate in USD as a number only (no symbols, words, or ranges). Decimals are allowed. Do not include $, commas, or text."", ""number only"": ""Example: 8.50 (for $8.50/hour)"", ""example:"": ""Please enter the number of hours you are generally available each week using numbers only . Decimals are allowed. Do not include text or symbols. By clicking \""Submit Application\"", you agree to Invisible's Privacy Policy . Powered by Read our Privacy Policy"", ""not"": ""Example: 40 or 32.5""}"
STEM Specialist (Fluent in Arabic) – AI Trainer,World Wide - Remote,2025-06-13T21:33:44-04:00,2025-06-24T14:37:14-04:00,https://job-boards.eu.greenhouse.io/agency/jobs/4606937101,"{""stem specialist (fluent in arabic) – ai trainer"": ""Are you a STEM expert fluent in Arabic, eager to shape the future of AI? Large‐scale language models are evolving from clever chatbots into powerful engines of scientific discovery and technical problem-solving. With high‐quality training data, tomorrow’s AI can democratize world‐class education, keep pace with cutting‐edge research, and streamline work for engineers, scientists, and analysts everywhere. That training data begins with you—we need your expertise to help power the next generation of AI. We’re looking for STEM specialists who live and breathe mathematics, physics, chemistry, engineering, data science, computer science, and scientific computing. You’ll challenge advanced language models on topics like thermodynamics, mechanics, calculus, statistics, materials science, electronics, algorithm design, and quantitative modeling—documenting every failure mode so we can harden model reasoning. On a typical day, you will converse with the model on real-world STEM problem-solving scenarios and theoretical technical questions, verify factual accuracy and logical soundness, capture reproducible error traces, and suggest improvements to our prompt engineering and evaluation metrics. A bachelor’s or master’s degree in a STEM discipline is ideal; published research, engineering design experience, data analysis projects, or coding portfolios signal fit. Clear, metacognitive communication—“showing your work”—is essential. Ready to turn your STEM expertise into the knowledge base for tomorrow’s AI? Apply today and start teaching the model that will teach the world. We offer a pay range of $8-to- $65 per hour, with the exact rate determined after evaluating your experience, expertise, and geographic location. Final offer amounts may vary from the pay range listed above. As a contractor you’ll supply a secure computer and high‐speed internet; company‐sponsored benefits such as health insurance and PTO do not apply. Job title: STEM Specialist (Fluent in Arabic) – AI Trainer Employment type: Contract Workplace type: Remote Seniority level: Mid‐Senior Level"", ""apply for this job"": ""* indicates a required field Accepted file types: pdf, doc, docx, txt, rtf Education Proficiency means you can effectively communicate complex ideas, including academic or cognitively challenging topics, both verbally and in writing. This includes the ability to participate in professional conversations, explain nuanced concepts, and understand detailed instructions in the selected language(s) Please enter your desired hourly rate in USD as a number only (no symbols, words, or ranges). Decimals are allowed. Do not include $, commas, or text."", ""number only"": ""Example: 8.50 (for $8.50/hour)"", ""example:"": ""Please enter the number of hours you are generally available each week using numbers only . Decimals are allowed. Do not include text or symbols. By clicking \""Submit Application\"", you agree to Invisible's Privacy Policy . Powered by Read our Privacy Policy"", ""not"": ""Example: 40 or 32.5""}"
STEM Specialist (Fluent in Dutch) – AI Trainer,World Wide - Remote,2025-06-13T21:38:33-04:00,2025-06-24T14:37:16-04:00,https://job-boards.eu.greenhouse.io/agency/jobs/4606990101,"{""stem specialist (fluent in dutch) – ai trainer"": ""Are you a STEM expert fluent in Dutch, eager to shape the future of AI? Large‐scale language models are evolving from clever chatbots into powerful engines of scientific discovery and technical problem-solving. With high‐quality training data, tomorrow’s AI can democratize world‐class education, keep pace with cutting‐edge research, and streamline work for engineers, scientists, and analysts everywhere. That training data begins with you—we need your expertise to help power the next generation of AI. We’re looking for STEM specialists who live and breathe mathematics, physics, chemistry, engineering, data science, computer science, and scientific computing. You’ll challenge advanced language models on topics like thermodynamics, mechanics, calculus, statistics, materials science, electronics, algorithm design, and quantitative modeling—documenting every failure mode so we can harden model reasoning. On a typical day, you will converse with the model on real-world STEM problem-solving scenarios and theoretical technical questions, verify factual accuracy and logical soundness, capture reproducible error traces, and suggest improvements to our prompt engineering and evaluation metrics. A bachelor’s or master’s degree in a STEM discipline is ideal; published research, engineering design experience, data analysis projects, or coding portfolios signal fit. Clear, metacognitive communication—“showing your work”—is essential. Ready to turn your STEM expertise into the knowledge base for tomorrow’s AI? Apply today and start teaching the model that will teach the world. We offer a pay range of $8-to- $65 per hour, with the exact rate determined after evaluating your experience, expertise, and geographic location. Final offer amounts may vary from the pay range listed above. As a contractor you’ll supply a secure computer and high‐speed internet; company‐sponsored benefits such as health insurance and PTO do not apply. Job title: STEM Specialist (Fluent in Dutch) – AI Trainer Employment type: Contract Workplace type: Remote Seniority level: Mid‐Senior Level"", ""apply for this job"": ""* indicates a required field Accepted file types: pdf, doc, docx, txt, rtf Education Proficiency means you can effectively communicate complex ideas, including academic or cognitively challenging topics, both verbally and in writing. This includes the ability to participate in professional conversations, explain nuanced concepts, and understand detailed instructions in the selected language(s) Please enter your desired hourly rate in USD as a number only (no symbols, words, or ranges). Decimals are allowed. Do not include $, commas, or text."", ""number only"": ""Example: 8.50 (for $8.50/hour)"", ""example:"": ""Please enter the number of hours you are generally available each week using numbers only . Decimals are allowed. Do not include text or symbols. By clicking \""Submit Application\"", you agree to Invisible's Privacy Policy . Powered by Read our Privacy Policy"", ""not"": ""Example: 40 or 32.5""}"
STEM Specialist (Fluent in French) – AI Trainer,Luxembourg,2025-06-13T21:38:03-04:00,2025-06-24T14:37:15-04:00,https://job-boards.eu.greenhouse.io/agency/jobs/4606986101,"{""stem specialist (fluent in french) – ai trainer"": ""Are you a computer science expert fluent in French, eager to shape the future of AI? Large‐scale language models are evolving from clever chatbots into powerful engines of scientific discovery. With high‐quality training data, tomorrow’s AI can democratize world‐class education, keep pace with cutting‐edge research, and streamline software development for engineers everywhere. That training data begins with you—we need your expertise to help power the next generation of AI. We’re looking for computer science specialists who live and breathe algorithms, data structures, machine learning, artificial intelligence, software engineering, computer networks, cybersecurity, cloud computing, database management, and systems architecture. You’ll challenge advanced language models on topics like algorithm optimization, model training and evaluation, network protocols, distributed systems, object-oriented design, and performance tuning—documenting every failure mode so we can harden model reasoning. On a typical day, you will converse with the model on coding scenarios and theoretical computer science questions, verify factual accuracy and logical soundness, capture reproducible error traces, and suggest improvements to our prompt engineering and evaluation metrics. A master’s or PhD in computer science or a closely related field is ideal; peer‐reviewed publications, software development experience, or hands-on machine learning projects signal fit. Clear, metacognitive communication—“showing your work”—is essential. Ready to turn your computer science expertise into the knowledge base for tomorrow’s AI? Apply today and start teaching the model that will teach the world. We offer a pay range of $8-to- $65 per hour, with the exact rate determined after evaluating your experience, expertise, and geographic location. Final offer amounts may vary from the pay range listed above. As a contractor you’ll supply a secure computer and high‐speed internet; company‐sponsored benefits such as health insurance and PTO do not apply. Job title: Computer Science Specialist (Fluent in French) – AI Trainer Employment type: Contract Workplace type: Remote Seniority level: Mid‐Senior Level"", ""apply for this job"": ""* indicates a required field Accepted file types: pdf, doc, docx, txt, rtf Education Proficiency means you can effectively communicate complex ideas, including academic or cognitively challenging topics, both verbally and in writing. This includes the ability to participate in professional conversations, explain nuanced concepts, and understand detailed instructions in the selected language(s) Please enter your desired hourly rate in USD as a number only (no symbols, words, or ranges). Decimals are allowed. Do not include $, commas, or text."", ""number only"": ""Example: 8.50 (for $8.50/hour)"", ""example:"": ""Please enter the number of hours you are generally available each week using numbers only . Decimals are allowed. Do not include text or symbols. By clicking \""Submit Application\"", you agree to Invisible's Privacy Policy . Powered by Read our Privacy Policy"", ""not"": ""Example: 40 or 32.5""}"
STEM Specialist (Fluent in French) – AI Trainer,World Wide - Remote,2025-06-13T21:38:03-04:00,2025-06-24T14:37:15-04:00,https://job-boards.eu.greenhouse.io/agency/jobs/4606985101,"{""stem specialist (fluent in french) – ai trainer"": ""Are you a computer science expert fluent in French, eager to shape the future of AI? Large‐scale language models are evolving from clever chatbots into powerful engines of scientific discovery. With high‐quality training data, tomorrow’s AI can democratize world‐class education, keep pace with cutting‐edge research, and streamline software development for engineers everywhere. That training data begins with you—we need your expertise to help power the next generation of AI. We’re looking for computer science specialists who live and breathe algorithms, data structures, machine learning, artificial intelligence, software engineering, computer networks, cybersecurity, cloud computing, database management, and systems architecture. You’ll challenge advanced language models on topics like algorithm optimization, model training and evaluation, network protocols, distributed systems, object-oriented design, and performance tuning—documenting every failure mode so we can harden model reasoning. On a typical day, you will converse with the model on coding scenarios and theoretical computer science questions, verify factual accuracy and logical soundness, capture reproducible error traces, and suggest improvements to our prompt engineering and evaluation metrics. A master’s or PhD in computer science or a closely related field is ideal; peer‐reviewed publications, software development experience, or hands-on machine learning projects signal fit. Clear, metacognitive communication—“showing your work”—is essential. Ready to turn your computer science expertise into the knowledge base for tomorrow’s AI? Apply today and start teaching the model that will teach the world. We offer a pay range of $8-to- $65 per hour, with the exact rate determined after evaluating your experience, expertise, and geographic location. Final offer amounts may vary from the pay range listed above. As a contractor you’ll supply a secure computer and high‐speed internet; company‐sponsored benefits such as health insurance and PTO do not apply. Job title: Computer Science Specialist (Fluent in French) – AI Trainer Employment type: Contract Workplace type: Remote Seniority level: Mid‐Senior Level"", ""apply for this job"": ""* indicates a required field Accepted file types: pdf, doc, docx, txt, rtf Education Proficiency means you can effectively communicate complex ideas, including academic or cognitively challenging topics, both verbally and in writing. This includes the ability to participate in professional conversations, explain nuanced concepts, and understand detailed instructions in the selected language(s) Please enter your desired hourly rate in USD as a number only (no symbols, words, or ranges). Decimals are allowed. Do not include $, commas, or text."", ""number only"": ""Example: 8.50 (for $8.50/hour)"", ""example:"": ""Please enter the number of hours you are generally available each week using numbers only . Decimals are allowed. Do not include text or symbols. By clicking \""Submit Application\"", you agree to Invisible's Privacy Policy . Powered by Read our Privacy Policy"", ""not"": ""Example: 40 or 32.5""}"
STEM Specialist (Fluent in German) – AI Trainer,World Wide - Remote,2025-06-13T21:37:04-04:00,2025-06-24T14:37:14-04:00,https://job-boards.eu.greenhouse.io/agency/jobs/4606973101,"{""stem specialist (fluent in german) – ai trainer"": ""Are you a STEM expert fluent in German, eager to shape the future of AI? Large‐scale language models are evolving from clever chatbots into powerful engines of scientific discovery and technical problem-solving. With high‐quality training data, tomorrow’s AI can democratize world‐class education, keep pace with cutting‐edge research, and streamline work for engineers, scientists, and analysts everywhere. That training data begins with you—we need your expertise to help power the next generation of AI. We’re looking for STEM specialists who live and breathe mathematics, physics, chemistry, engineering, data science, computer science, and scientific computing. You’ll challenge advanced language models on topics like thermodynamics, mechanics, calculus, statistics, materials science, electronics, algorithm design, and quantitative modeling—documenting every failure mode so we can harden model reasoning. On a typical day, you will converse with the model on real-world STEM problem-solving scenarios and theoretical technical questions, verify factual accuracy and logical soundness, capture reproducible error traces, and suggest improvements to our prompt engineering and evaluation metrics. A bachelor’s or master’s degree in a STEM discipline is ideal; published research, engineering design experience, data analysis projects, or coding portfolios signal fit. Clear, metacognitive communication—“showing your work”—is essential. Ready to turn your STEM expertise into the knowledge base for tomorrow’s AI? Apply today and start teaching the model that will teach the world. We offer a pay range of $8-to- $65 per hour, with the exact rate determined after evaluating your experience, expertise, and geographic location. Final offer amounts may vary from the pay range listed above. As a contractor you’ll supply a secure computer and high‐speed internet; company‐sponsored benefits such as health insurance and PTO do not apply. Job title: STEM Specialist (Fluent in German) – AI Trainer Employment type: Contract Workplace type: Remote Seniority level: Mid‐Senior Level"", ""apply for this job"": ""* indicates a required field Accepted file types: pdf, doc, docx, txt, rtf Education Proficiency means you can effectively communicate complex ideas, including academic or cognitively challenging topics, both verbally and in writing. This includes the ability to participate in professional conversations, explain nuanced concepts, and understand detailed instructions in the selected language(s) Please enter your desired hourly rate in USD as a number only (no symbols, words, or ranges). Decimals are allowed. Do not include $, commas, or text."", ""number only"": ""Example: 8.50 (for $8.50/hour)"", ""example:"": ""Please enter the number of hours you are generally available each week using numbers only . Decimals are allowed. Do not include text or symbols. By clicking \""Submit Application\"", you agree to Invisible's Privacy Policy . Powered by Read our Privacy Policy"", ""not"": ""Example: 40 or 32.5""}"
STEM Specialist (Fluent in Hindi) – AI Trainer,World Wide - Remote,2025-06-13T21:35:52-04:00,2025-06-24T14:37:13-04:00,https://job-boards.eu.greenhouse.io/agency/jobs/4606964101,"{""stem specialist (fluent in hindi) – ai trainer"": ""Are you a STEM expert fluent in Hindi, eager to shape the future of AI? Large‐scale language models are evolving from clever chatbots into powerful engines of scientific discovery and technical problem-solving. With high‐quality training data, tomorrow’s AI can democratize world‐class education, keep pace with cutting‐edge research, and streamline work for engineers, scientists, and analysts everywhere. That training data begins with you—we need your expertise to help power the next generation of AI. We’re looking for STEM specialists who live and breathe mathematics, physics, chemistry, engineering, data science, computer science, and scientific computing. You’ll challenge advanced language models on topics like thermodynamics, mechanics, calculus, statistics, materials science, electronics, algorithm design, and quantitative modeling—documenting every failure mode so we can harden model reasoning. On a typical day, you will converse with the model on real-world STEM problem-solving scenarios and theoretical technical questions, verify factual accuracy and logical soundness, capture reproducible error traces, and suggest improvements to our prompt engineering and evaluation metrics. A bachelor’s or master’s degree in a STEM discipline is ideal; published research, engineering design experience, data analysis projects, or coding portfolios signal fit. Clear, metacognitive communication—“showing your work”—is essential. Ready to turn your STEM expertise into the knowledge base for tomorrow’s AI? Apply today and start teaching the model that will teach the world. We offer a pay range of $8-to- $65 per hour, with the exact rate determined after evaluating your experience, expertise, and geographic location. Final offer amounts may vary from the pay range listed above. As a contractor you’ll supply a secure computer and high‐speed internet; company‐sponsored benefits such as health insurance and PTO do not apply. Job title: STEM Specialist (Fluent in Hindi) – AI Trainer Employment type: Contract Workplace type: Remote Seniority level: Mid‐Senior Level"", ""apply for this job"": ""* indicates a required field Accepted file types: pdf, doc, docx, txt, rtf Education Proficiency means you can effectively communicate complex ideas, including academic or cognitively challenging topics, both verbally and in writing. This includes the ability to participate in professional conversations, explain nuanced concepts, and understand detailed instructions in the selected language(s) Please enter your desired hourly rate in USD as a number only (no symbols, words, or ranges). Decimals are allowed. Do not include $, commas, or text."", ""number only"": ""Example: 8.50 (for $8.50/hour)"", ""example:"": ""Please enter the number of hours you are generally available each week using numbers only . Decimals are allowed. Do not include text or symbols. By clicking \""Submit Application\"", you agree to Invisible's Privacy Policy . Powered by Read our Privacy Policy"", ""not"": ""Example: 40 or 32.5""}"
STEM Specialist (Fluent in Hindi – Roman Script) – AI Trainer,World Wide - Remote,2025-06-13T21:36:28-04:00,2025-06-24T14:37:13-04:00,https://job-boards.eu.greenhouse.io/agency/jobs/4606967101,"{""stem specialist (fluent in hindi – roman script) – ai trainer"": ""Are you a STEM expert fluent in Hindi (Roman Script), eager to shape the future of AI? Large‐scale language models are evolving from clever chatbots into powerful engines of scientific discovery and technical problem-solving. With high‐quality training data, tomorrow’s AI can democratize world‐class education, keep pace with cutting‐edge research, and streamline work for engineers, scientists, and analysts everywhere. That training data begins with you—we need your expertise to help power the next generation of AI. We’re looking for STEM specialists who live and breathe mathematics, physics, chemistry, engineering, data science, computer science, and scientific computing. You’ll challenge advanced language models on topics like thermodynamics, mechanics, calculus, statistics, materials science, electronics, algorithm design, and quantitative modeling—documenting every failure mode so we can harden model reasoning. On a typical day, you will converse with the model on real-world STEM problem-solving scenarios and theoretical technical questions, verify factual accuracy and logical soundness, capture reproducible error traces, and suggest improvements to our prompt engineering and evaluation metrics. A bachelor’s or master’s degree in a STEM discipline is ideal; published research, engineering design experience, data analysis projects, or coding portfolios signal fit. Clear, metacognitive communication—“showing your work”—is essential. Ready to turn your STEM expertise into the knowledge base for tomorrow’s AI? Apply today and start teaching the model that will teach the world. We offer a pay range of $8-to- $65 per hour, with the exact rate determined after evaluating your experience, expertise, and geographic location. Final offer amounts may vary from the pay range listed above. As a contractor you’ll supply a secure computer and high‐speed internet; company‐sponsored benefits such as health insurance and PTO do not apply. Job title: STEM Specialist (Fluent in Hindi – Roman Script) – AI Trainer Employment type: Contract Workplace type: Remote Seniority level: Mid‐Senior Level"", ""apply for this job"": ""* indicates a required field Accepted file types: pdf, doc, docx, txt, rtf Education Proficiency means you can effectively communicate complex ideas, including academic or cognitively challenging topics, both verbally and in writing. This includes the ability to participate in professional conversations, explain nuanced concepts, and understand detailed instructions in the selected language(s) Please enter your desired hourly rate in USD as a number only (no symbols, words, or ranges). Decimals are allowed. Do not include $, commas, or text."", ""number only"": ""Example: 8.50 (for $8.50/hour)"", ""example:"": ""Please enter the number of hours you are generally available each week using numbers only . Decimals are allowed. Do not include text or symbols. By clicking \""Submit Application\"", you agree to Invisible's Privacy Policy . Powered by Read our Privacy Policy"", ""not"": ""Example: 40 or 32.5""}"
STEM Specialist (Fluent in Indonesian) – AI Trainer,World Wide - Remote,2025-06-13T21:34:29-04:00,2025-06-24T14:37:15-04:00,https://job-boards.eu.greenhouse.io/agency/jobs/4606945101,"{""stem specialist (fluent in indonesian) – ai trainer"": ""Are you a STEM expert fluent in Indonesian, eager to shape the future of AI? Large‐scale language models are evolving from clever chatbots into powerful engines of scientific discovery and technical problem-solving. With high‐quality training data, tomorrow’s AI can democratize world‐class education, keep pace with cutting‐edge research, and streamline work for engineers, scientists, and analysts everywhere. That training data begins with you—we need your expertise to help power the next generation of AI. We’re looking for STEM specialists who live and breathe mathematics, physics, chemistry, engineering, data science, computer science, and scientific computing. You’ll challenge advanced language models on topics like thermodynamics, mechanics, calculus, statistics, materials science, electronics, algorithm design, and quantitative modeling—documenting every failure mode so we can harden model reasoning. On a typical day, you will converse with the model on real-world STEM problem-solving scenarios and theoretical technical questions, verify factual accuracy and logical soundness, capture reproducible error traces, and suggest improvements to our prompt engineering and evaluation metrics. A bachelor’s or master’s degree in a STEM discipline is ideal; published research, engineering design experience, data analysis projects, or coding portfolios signal fit. Clear, metacognitive communication—“showing your work”—is essential. Ready to turn your STEM expertise into the knowledge base for tomorrow’s AI? Apply today and start teaching the model that will teach the world. We offer a pay range of $8-to- $65 per hour, with the exact rate determined after evaluating your experience, expertise, and geographic location. Final offer amounts may vary from the pay range listed above. As a contractor you’ll supply a secure computer and high‐speed internet; company‐sponsored benefits such as health insurance and PTO do not apply. Job title: STEM Specialist (Fluent in Indonesian) – AI Trainer Employment type: Contract Workplace type: Remote Seniority level: Mid‐Senior Level"", ""apply for this job"": ""* indicates a required field Accepted file types: pdf, doc, docx, txt, rtf Education Proficiency means you can effectively communicate complex ideas, including academic or cognitively challenging topics, both verbally and in writing. This includes the ability to participate in professional conversations, explain nuanced concepts, and understand detailed instructions in the selected language(s) Please enter your desired hourly rate in USD as a number only (no symbols, words, or ranges). Decimals are allowed. Do not include $, commas, or text."", ""number only"": ""Example: 8.50 (for $8.50/hour)"", ""example:"": ""Please enter the number of hours you are generally available each week using numbers only . Decimals are allowed. Do not include text or symbols. By clicking \""Submit Application\"", you agree to Invisible's Privacy Policy . Powered by Read our Privacy Policy"", ""not"": ""Example: 40 or 32.5""}"
STEM Specialist (Fluent in Italian) – AI Trainer,World Wide - Remote,2025-06-13T21:39:01-04:00,2025-06-24T14:37:10-04:00,https://job-boards.eu.greenhouse.io/agency/jobs/4606997101,"{""stem specialist (fluent in italian) – ai trainer"": ""Are you a STEM expert fluent in Italian, eager to shape the future of AI? Large‐scale language models are evolving from clever chatbots into powerful engines of scientific discovery and technical problem-solving. With high‐quality training data, tomorrow’s AI can democratize world‐class education, keep pace with cutting‐edge research, and streamline work for engineers, scientists, and analysts everywhere. That training data begins with you—we need your expertise to help power the next generation of AI. We’re looking for STEM specialists who live and breathe mathematics, physics, chemistry, engineering, data science, computer science, and scientific computing. You’ll challenge advanced language models on topics like thermodynamics, mechanics, calculus, statistics, materials science, electronics, algorithm design, and quantitative modeling—documenting every failure mode so we can harden model reasoning. On a typical day, you will converse with the model on real-world STEM problem-solving scenarios and theoretical technical questions, verify factual accuracy and logical soundness, capture reproducible error traces, and suggest improvements to our prompt engineering and evaluation metrics. A bachelor’s or master’s degree in a STEM discipline is ideal; published research, engineering design experience, data analysis projects, or coding portfolios signal fit. Clear, metacognitive communication—“showing your work”—is essential. Ready to turn your STEM expertise into the knowledge base for tomorrow’s AI? Apply today and start teaching the model that will teach the world. We offer a pay range of $8-to- $65 per hour, with the exact rate determined after evaluating your experience, expertise, and geographic location. Final offer amounts may vary from the pay range listed above. As a contractor you’ll supply a secure computer and high‐speed internet; company‐sponsored benefits such as health insurance and PTO do not apply. Job title: STEM Specialist (Fluent in Italian) – AI Trainer Employment type: Contract Workplace type: Remote Seniority level: Mid‐Senior Level"", ""apply for this job"": ""* indicates a required field Accepted file types: pdf, doc, docx, txt, rtf Education Proficiency means you can effectively communicate complex ideas, including academic or cognitively challenging topics, both verbally and in writing. This includes the ability to participate in professional conversations, explain nuanced concepts, and understand detailed instructions in the selected language(s) Please enter your desired hourly rate in USD as a number only (no symbols, words, or ranges). Decimals are allowed. Do not include $, commas, or text."", ""number only"": ""Example: 8.50 (for $8.50/hour)"", ""example:"": ""Please enter the number of hours you are generally available each week using numbers only . Decimals are allowed. Do not include text or symbols. By clicking \""Submit Application\"", you agree to Invisible's Privacy Policy . Powered by Read our Privacy Policy"", ""not"": ""Example: 40 or 32.5""}"
